datetime,count,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,year,month,day,dayofweek,hour
2011-05-01 11:00:00,1.875710366758475,2,0,0,1,18.86,22.725,82,7.0015,2011,5,1,6,11
2011-05-01 12:00:00,1.8933991317302272,2,0,0,2,19.68,23.485,77,7.0015,2011,5,1,6,12
2011-05-01 13:00:00,1.9181193208376597,2,0,0,2,20.5,24.24,63,11.0014,2011,5,1,6,13
2011-05-01 14:00:00,1.8681746132307353,2,0,0,2,20.5,24.24,68,7.0015,2011,5,1,6,14
2011-05-01 15:00:00,1.8851357588170432,2,0,0,2,20.5,24.24,72,0.0,2011,5,1,6,15
2011-05-01 16:00:00,1.8516996259697707,2,0,0,2,20.5,24.24,72,12.998,2011,5,1,6,16
2011-05-01 17:00:00,1.8378799982871266,2,0,0,2,19.68,23.485,82,16.9979,2011,5,1,6,17
2011-05-01 18:00:00,1.804210600378433,2,0,0,2,18.86,22.725,82,6.0032,2011,5,1,6,18
2011-05-01 19:00:00,1.8225126721028055,2,0,0,2,18.86,22.725,84,7.0015,2011,5,1,6,19
2011-05-01 20:00:00,1.7585509609170316,2,0,0,2,18.86,22.725,82,0.0,2011,5,1,6,20
2011-05-01 21:00:00,1.7340313214932865,2,0,0,2,18.86,22.725,82,0.0,2011,5,1,6,21
2011-05-01 22:00:00,1.7254630513334037,2,0,0,2,18.86,22.725,82,0.0,2011,5,1,6,22
2011-05-01 23:00:00,1.7901636276798083,2,0,0,1,18.86,22.725,77,12.998,2011,5,1,6,23
2011-05-02 00:00:00,1.8216068302034107,2,0,1,1,18.86,22.725,72,8.9981,2011,5,2,0,0
2011-05-02 01:00:00,1.748318097194945,2,0,1,1,18.86,22.725,72,8.9981,2011,5,2,0,1
2011-05-02 02:00:00,1.5224670302876946,2,0,1,2,18.04,21.97,77,15.0013,2011,5,2,0,2
2011-05-02 03:00:00,1.3437034446606386,2,0,1,1,18.04,21.97,77,8.9981,2011,5,2,0,3
2011-05-02 04:00:00,1.358504720646626,2,0,1,1,18.04,21.97,77,11.0014,2011,5,2,0,4
2011-05-02 05:00:00,1.3973634811730353,2,0,1,2,18.04,21.97,77,8.9981,2011,5,2,0,5
2011-05-02 06:00:00,1.637662762520353,2,0,1,1,18.04,21.97,88,7.0015,2011,5,2,0,6
2011-05-02 07:00:00,1.847999202156157,2,0,1,2,18.86,22.725,82,22.0028,2011,5,2,0,7
2011-05-02 08:00:00,1.934255909204192,2,0,1,2,19.68,23.485,77,15.0013,2011,5,2,0,8
2011-05-02 09:00:00,1.8169871572575529,2,0,1,2,20.5,24.24,77,19.0012,2011,5,2,0,9
2011-05-02 10:00:00,1.7389471062414084,2,0,1,2,22.14,25.76,77,15.0013,2011,5,2,0,10
2011-05-02 11:00:00,1.77073964639405,2,0,1,1,23.78,27.275,73,19.9995,2011,5,2,0,11
2011-05-02 12:00:00,1.8304098214920528,2,0,1,1,25.42,30.305,69,15.0013,2011,5,2,0,12
2011-05-02 13:00:00,1.8150956430032537,2,0,1,2,25.42,30.305,69,12.998,2011,5,2,0,13
2011-05-02 14:00:00,1.8251953231790878,2,0,1,1,26.24,30.305,69,15.0013,2011,5,2,0,14
2011-05-02 15:00:00,1.8000344713048928,2,0,1,1,27.06,31.06,61,12.998,2011,5,2,0,15
2011-05-02 16:00:00,1.886830523322648,2,0,1,1,27.06,31.06,61,15.0013,2011,5,2,0,16
2011-05-02 17:00:00,1.9862097525467475,2,0,1,1,27.06,31.06,65,12.998,2011,5,2,0,17
2011-05-02 18:00:00,1.9812640389666427,2,0,1,2,26.24,30.305,65,12.998,2011,5,2,0,18
2011-05-02 19:00:00,1.9099235639500813,2,0,1,2,25.42,30.305,69,8.9981,2011,5,2,0,19
2011-05-02 20:00:00,1.8545889886375557,2,0,1,2,25.42,30.305,69,8.9981,2011,5,2,0,20
2011-05-02 21:00:00,1.8642411184013048,2,0,1,2,24.6,29.545,73,7.0015,2011,5,2,0,21
2011-05-02 22:00:00,1.7640939343176614,2,0,1,2,24.6,29.545,73,0.0,2011,5,2,0,22
2011-05-02 23:00:00,1.6437209301888343,2,0,1,2,22.96,26.515,83,12.998,2011,5,2,0,23
2011-05-03 00:00:00,1.3437034446606386,2,0,1,2,22.96,26.515,83,15.0013,2011,5,3,1,0
2011-05-03 01:00:00,1.3105061862047918,2,0,1,2,22.96,26.515,78,16.9979,2011,5,3,1,1
2011-05-03 02:00:00,1.026672031199051,2,0,1,2,22.96,26.515,78,16.9979,2011,5,3,1,2
2011-05-03 03:00:00,0.7412763113750153,2,0,1,1,22.14,25.76,83,19.0012,2011,5,3,1,3
2011-05-03 04:00:00,0.9591348389208239,2,0,1,1,21.32,25.0,88,15.0013,2011,5,3,1,4
2011-05-03 05:00:00,1.3105061862047918,2,0,1,1,21.32,25.0,88,8.9981,2011,5,3,1,5
2011-05-03 06:00:00,1.7405504459900154,2,0,1,2,21.32,25.0,94,11.0014,2011,5,3,1,6
2011-05-03 07:00:00,1.884565958136911,2,0,1,2,22.14,25.76,88,15.0013,2011,5,3,1,7
2011-05-03 08:00:00,1.9644832377931056,2,0,1,2,22.96,26.515,83,19.0012,2011,5,3,1,8
2011-05-03 09:00:00,1.8295542650992236,2,0,1,2,24.6,28.79,78,23.9994,2011,5,3,1,9
2011-05-03 10:00:00,1.7667886546960463,2,0,1,2,26.24,30.305,69,23.9994,2011,5,3,1,10
2011-05-03 11:00:00,1.783182776049518,2,0,1,2,27.06,31.06,65,22.0028,2011,5,3,1,11
2011-05-03 12:00:00,1.8538724045702297,2,0,1,2,27.88,31.82,61,32.9975,2011,5,3,1,12
2011-05-03 13:00:00,1.836254638743768,2,0,1,2,28.7,32.575,58,40.9973,2011,5,3,1,13
2011-05-03 14:00:00,1.8031780619573843,2,0,1,2,28.7,32.575,58,35.0008,2011,5,3,1,14
2011-05-03 15:00:00,1.798970923559588,2,0,1,2,28.7,32.575,58,30.0026,2011,5,3,1,15
2011-05-03 16:00:00,1.8879483638033878,2,0,1,1,29.52,33.335,54,31.0009,2011,5,3,1,16
2011-05-03 17:00:00,1.9809980539999918,2,0,1,1,28.7,32.575,54,31.0009,2011,5,3,1,17
2011-05-03 18:00:00,1.987981985465796,2,0,1,1,28.7,32.575,48,27.9993,2011,5,3,1,18
2011-05-03 19:00:00,1.9319029813181672,2,0,1,1,27.88,31.82,57,23.9994,2011,5,3,1,19
2011-05-03 20:00:00,1.898117976801967,2,0,1,1,27.06,31.06,61,12.998,2011,5,3,1,20
2011-05-03 21:00:00,1.8595014474498321,2,0,1,2,26.24,31.06,61,30.0026,2011,5,3,1,21
2011-05-03 22:00:00,1.7467966996992919,2,0,1,2,23.78,27.275,60,26.0027,2011,5,3,1,22
2011-05-03 23:00:00,1.637662762520353,2,0,1,2,22.96,26.515,68,22.0028,2011,5,3,1,23
2011-05-04 00:00:00,1.4660765372061442,2,0,1,3,21.32,25.0,77,11.0014,2011,5,4,2,0
2011-05-04 01:00:00,1.1247482629090362,2,0,1,3,20.5,24.24,82,19.0012,2011,5,4,2,1
2011-05-04 02:00:00,0.9591348389208239,2,0,1,3,20.5,24.24,82,19.0012,2011,5,4,2,2
2011-05-04 03:00:00,0.5265890341390445,2,0,1,3,17.22,21.21,88,35.0008,2011,5,4,2,3
2011-05-04 04:00:00,0.8697416861919438,2,0,1,3,15.58,19.695,94,22.0028,2011,5,4,2,4
2011-05-04 05:00:00,1.1947055233182955,2,0,1,3,14.76,16.665,87,22.0028,2011,5,4,2,5
2011-05-04 06:00:00,1.4087998161504007,2,0,1,3,13.94,15.15,93,26.0027,2011,5,4,2,6
2011-05-04 07:00:00,1.603478573504849,2,0,1,3,13.94,15.15,93,23.9994,2011,5,4,2,7
2011-05-04 08:00:00,1.6830650011356274,2,0,1,3,13.94,15.15,93,26.0027,2011,5,4,2,8
2011-05-04 09:00:00,1.5504460211620947,2,0,1,3,13.94,15.15,93,23.9994,2011,5,4,2,9
2011-05-04 10:00:00,1.496434016604423,2,0,1,2,13.94,15.91,93,19.0012,2011,5,4,2,10
2011-05-04 11:00:00,1.6659050929776016,2,0,1,1,16.4,20.455,82,22.0028,2011,5,4,2,11
2011-05-04 12:00:00,1.7627277196400848,2,0,1,2,18.04,21.97,62,23.9994,2011,5,4,2,12
2011-05-04 13:00:00,1.7867156538126496,2,0,1,2,18.86,22.725,59,30.0026,2011,5,4,2,13
2011-05-04 14:00:00,1.7373263784001205,2,0,1,1,20.5,24.24,51,26.0027,2011,5,4,2,14
2011-05-04 15:00:00,1.7694345201285457,2,0,1,1,19.68,23.485,51,27.9993,2011,5,4,2,15
2011-05-04 16:00:00,1.8370697219086884,2,0,1,1,20.5,24.24,45,31.0009,2011,5,4,2,16
2011-05-04 17:00:00,1.9485628011601908,2,0,1,1,16.4,20.455,71,16.9979,2011,5,4,2,17
2011-05-04 18:00:00,1.9436126948827355,2,0,1,1,17.22,21.21,67,16.9979,2011,5,4,2,18
2011-05-04 19:00:00,1.9011715868708958,2,0,1,1,17.22,21.21,58,23.9994,2011,5,4,2,19
2011-05-04 20:00:00,1.8337800047354695,2,0,1,1,16.4,20.455,62,22.0028,2011,5,4,2,20
2011-05-04 21:00:00,1.7946353028541102,2,0,1,1,16.4,20.455,62,11.0014,2011,5,4,2,21
2011-05-04 22:00:00,1.7047134862451474,2,0,1,1,15.58,19.695,62,15.0013,2011,5,4,2,22
2011-05-04 23:00:00,1.6214540309583532,2,0,1,1,14.76,17.425,62,15.0013,2011,5,4,2,23
2011-05-05 00:00:00,1.4660765372061442,2,0,1,1,14.76,17.425,66,12.998,2011,5,5,3,0
2011-05-05 01:00:00,1.223156202527103,2,0,1,1,13.94,16.665,71,12.998,2011,5,5,3,1
2011-05-05 02:00:00,1.026672031199051,2,0,1,1,13.94,15.91,66,15.0013,2011,5,5,3,2
2011-05-05 03:00:00,0.9591348389208239,2,0,1,1,13.94,15.91,66,16.9979,2011,5,5,3,3
2011-05-05 04:00:00,1.1247482629090362,2,0,1,1,13.94,15.91,66,16.9979,2011,5,5,3,4
2011-05-05 05:00:00,1.4892992254175486,2,0,1,1,13.94,15.91,66,16.9979,2011,5,5,3,5
2011-05-05 06:00:00,1.7047134862451474,2,0,1,1,13.94,15.91,66,16.9979,2011,5,5,3,6
2011-05-05 07:00:00,1.8879483638033878,2,0,1,1,15.58,19.695,58,16.9979,2011,5,5,3,7
2011-05-05 08:00:00,1.9585506171458116,2,0,1,1,17.22,21.21,50,16.9979,2011,5,5,3,8
2011-05-05 09:00:00,1.827827111719085,2,0,1,1,18.86,22.725,44,19.0012,2011,5,5,3,9
2011-05-05 10:00:00,1.7681175901689328,2,0,1,1,20.5,24.24,39,19.0012,2011,5,5,3,10
2011-05-05 11:00:00,1.7924169706841675,2,0,1,1,21.32,25.0,36,30.0026,2011,5,5,3,11
2011-05-05 12:00:00,1.8378799982871266,2,0,1,1,21.32,25.0,34,23.9994,2011,5,5,3,12
2011-05-05 13:00:00,1.8346098354356497,2,0,1,1,22.14,25.76,30,39.0007,2011,5,5,3,13
2011-05-05 14:00:00,1.798970923559588,2,0,1,1,22.14,25.76,28,30.0026,2011,5,5,3,14
2011-05-05 15:00:00,1.791294740218941,2,0,1,1,22.96,26.515,26,32.9975,2011,5,5,3,15
2011-05-05 16:00:00,1.886830523322648,2,0,1,1,23.78,27.275,24,27.9993,2011,5,5,3,16
2011-05-05 17:00:00,1.9851852342139535,2,0,1,1,22.96,26.515,26,26.0027,2011,5,5,3,17
2011-05-05 18:00:00,1.9817942637290324,2,0,1,1,22.96,26.515,26,19.0012,2011,5,5,3,18
2011-05-05 19:00:00,1.9303096939764732,2,0,1,1,22.14,25.76,28,15.0013,2011,5,5,3,19
2011-05-05 20:00:00,1.880506958839086,2,0,1,1,20.5,24.24,34,11.0014,2011,5,5,3,20
2011-05-05 21:00:00,1.8243068483519838,2,0,1,1,20.5,24.24,36,12.998,2011,5,5,3,21
2011-05-05 22:00:00,1.8102520538839093,2,0,1,1,19.68,23.485,39,12.998,2011,5,5,3,22
2011-05-05 23:00:00,1.749824041026481,2,0,1,1,18.86,22.725,41,12.998,2011,5,5,3,23
2011-05-06 00:00:00,1.6180113091810355,2,0,1,1,18.04,21.97,44,11.0014,2011,5,6,4,0
2011-05-06 01:00:00,1.503300998004841,2,0,1,1,16.4,20.455,62,11.0014,2011,5,6,4,1
2011-05-06 02:00:00,1.3437034446606386,2,0,1,1,15.58,19.695,62,7.0015,2011,5,6,4,2
2011-05-06 03:00:00,1.1947055233182955,2,0,1,1,14.76,18.18,71,7.0015,2011,5,6,4,3
2011-05-06 04:00:00,0.5265890341390445,2,0,1,1,14.76,18.18,71,7.0015,2011,5,6,4,4
2011-05-06 05:00:00,1.3437034446606386,2,0,1,1,13.94,17.425,81,7.0015,2011,5,6,4,5
2011-05-06 06:00:00,1.68988188256892,2,0,1,1,14.76,18.18,81,6.0032,2011,5,6,4,6
2011-05-06 07:00:00,1.8574179522647456,2,0,1,1,16.4,20.455,82,0.0,2011,5,6,4,7
2011-05-06 08:00:00,1.9617085993863232,2,0,1,1,17.22,21.21,77,16.9979,2011,5,6,4,8
2011-05-06 09:00:00,1.83126011355907,2,0,1,1,18.86,22.725,67,19.0012,2011,5,6,4,9
2011-05-06 10:00:00,1.7667886546960463,2,0,1,2,22.14,25.76,49,22.0028,2011,5,6,4,10
2011-05-06 11:00:00,1.8102520538839093,2,0,1,2,22.14,25.76,49,22.0028,2011,5,6,4,11
2011-05-06 12:00:00,1.8732454942989716,2,0,1,1,22.96,26.515,49,23.9994,2011,5,6,4,12
2011-05-06 13:00:00,1.8775294779444245,2,0,1,1,23.78,27.275,40,22.0028,2011,5,6,4,13
2011-05-06 14:00:00,1.8509675611842284,2,0,1,1,24.6,31.06,40,30.0026,2011,5,6,4,14
2011-05-06 15:00:00,1.881679452127038,2,0,1,1,24.6,31.06,38,26.0027,2011,5,6,4,15
2011-05-06 16:00:00,1.923305787045047,2,0,1,1,24.6,31.06,40,16.9979,2011,5,6,4,16
2011-05-06 17:00:00,1.9902229150624744,2,0,1,1,23.78,27.275,40,23.9994,2011,5,6,4,17
2011-05-06 18:00:00,1.96779157969034,2,0,1,3,22.14,25.76,52,23.9994,2011,5,6,4,18
2011-05-06 19:00:00,1.8991438268879295,2,0,1,3,22.14,25.76,52,23.9994,2011,5,6,4,19
2011-05-06 20:00:00,1.8329451460953283,2,0,1,1,21.32,25.0,48,7.0015,2011,5,6,4,20
2011-05-06 21:00:00,1.7968196318819551,2,0,1,1,19.68,23.485,67,8.9981,2011,5,6,4,21
2011-05-06 22:00:00,1.795731656444039,2,0,1,1,18.86,22.725,72,15.0013,2011,5,6,4,22
2011-05-06 23:00:00,1.757131886054717,2,0,1,1,18.04,21.97,82,8.9981,2011,5,6,4,23
2011-05-07 00:00:00,1.6985302777514544,2,0,0,1,17.22,21.21,82,8.9981,2011,5,7,5,0
2011-05-07 01:00:00,1.6248263889219656,2,0,0,1,17.22,21.21,82,7.0015,2011,5,7,5,1
2011-05-07 02:00:00,1.603478573504849,2,0,0,1,17.22,21.21,82,6.0032,2011,5,7,5,2
2011-05-07 03:00:00,1.372306733580753,2,0,0,1,17.22,21.21,77,6.0032,2011,5,7,5,3
2011-05-07 04:00:00,1.026672031199051,2,0,0,1,16.4,20.455,82,7.0015,2011,5,7,5,4
2011-05-07 05:00:00,1.1247482629090362,2,0,0,1,18.86,22.725,59,8.9981,2011,5,7,5,5
2011-05-07 06:00:00,1.2917246727283112,2,0,0,1,17.22,21.21,77,6.0032,2011,5,7,5,6
2011-05-07 07:00:00,1.5504460211620947,2,0,0,1,19.68,23.485,59,0.0,2011,5,7,5,7
2011-05-07 08:00:00,1.749824041026481,2,0,0,1,21.32,25.0,52,12.998,2011,5,7,5,8
2011-05-07 09:00:00,1.8545889886375557,2,0,0,1,22.14,25.76,49,19.0012,2011,5,7,5,9
2011-05-07 10:00:00,1.9021737291891518,2,0,0,1,22.96,26.515,49,19.9995,2011,5,7,5,10
2011-05-07 11:00:00,1.9245701304885587,2,0,0,1,22.96,26.515,43,0.0,2011,5,7,5,11
2011-05-07 12:00:00,1.9350305802211858,2,0,0,1,24.6,31.06,40,12.998,2011,5,7,5,12
2011-05-07 13:00:00,1.9572644719401497,2,0,0,1,24.6,31.06,35,19.0012,2011,5,7,5,13
2011-05-07 14:00:00,1.9369466978095553,2,0,0,3,24.6,31.06,35,11.0014,2011,5,7,5,14
2011-05-07 15:00:00,1.9369466978095553,2,0,0,1,24.6,31.06,38,16.9979,2011,5,7,5,15
2011-05-07 16:00:00,1.9224558706047865,2,0,0,1,24.6,31.06,38,12.998,2011,5,7,5,16
2011-05-07 17:00:00,1.927472325029152,2,0,0,1,23.78,27.275,40,15.0013,2011,5,7,5,17
2011-05-07 18:00:00,1.8976020071415636,2,0,0,1,23.78,27.275,37,11.0014,2011,5,7,5,18
2011-05-07 19:00:00,1.8857031067251113,2,0,0,1,22.96,26.515,43,12.998,2011,5,7,5,19
2011-05-07 20:00:00,1.8553017984487439,2,0,0,1,22.96,26.515,43,8.9981,2011,5,7,5,20
2011-05-07 21:00:00,1.8260781474077188,2,0,0,1,22.14,25.76,49,15.0013,2011,5,7,5,21
2011-05-07 22:00:00,1.757131886054717,2,0,0,1,22.14,25.76,49,12.998,2011,5,7,5,22
2011-05-07 23:00:00,1.755698992678211,2,0,0,1,20.5,24.24,59,7.0015,2011,5,7,5,23
2011-05-08 00:00:00,1.7254630513334037,2,0,0,2,20.5,24.24,59,7.0015,2011,5,8,6,0
2011-05-08 01:00:00,1.6437209301888343,2,0,0,2,21.32,25.0,55,0.0,2011,5,8,6,1
2011-05-08 02:00:00,1.6281310150671582,2,0,0,1,19.68,23.485,63,0.0,2011,5,8,6,2
2011-05-08 03:00:00,1.496434016604423,2,0,0,1,18.86,22.725,72,6.0032,2011,5,8,6,3
2011-05-08 04:00:00,1.223156202527103,2,0,0,1,17.22,21.21,82,0.0,2011,5,8,6,4
2011-05-08 05:00:00,1.026672031199051,2,0,0,2,18.04,21.97,77,0.0,2011,5,8,6,5
2011-05-08 06:00:00,1.0804178182729878,2,0,0,2,18.04,21.97,82,0.0,2011,5,8,6,6
2011-05-08 07:00:00,1.4298455472897516,2,0,0,2,18.86,22.725,82,0.0,2011,5,8,6,7
2011-05-08 08:00:00,1.6985302777514544,2,0,0,1,21.32,25.0,63,8.9981,2011,5,8,6,8
2011-05-08 09:00:00,1.8052356503890232,2,0,0,1,22.96,26.515,52,15.0013,2011,5,8,6,9
2011-05-08 10:00:00,1.8719957290222062,2,0,0,1,23.78,27.275,49,8.9981,2011,5,8,6,10
2011-05-08 11:00:00,1.9216002545355522,2,0,0,1,23.78,27.275,49,6.0032,2011,5,8,6,11
2011-05-08 12:00:00,1.9384588842298294,2,0,0,1,24.6,31.06,46,6.0032,2011,5,8,6,12
2011-05-08 13:00:00,1.9414297785949048,2,0,0,1,24.6,31.06,49,8.9981,2011,5,8,6,13
2011-05-08 14:00:00,1.932298189261516,2,0,0,1,24.6,31.06,49,0.0,2011,5,8,6,14
2011-05-08 15:00:00,1.9291014406875389,2,0,0,1,24.6,31.06,49,0.0,2011,5,8,6,15
2011-05-08 16:00:00,1.9395812163258002,2,0,0,1,24.6,31.06,46,7.0015,2011,5,8,6,16
2011-05-08 17:00:00,1.926236627583198,2,0,0,3,23.78,27.275,49,19.0012,2011,5,8,6,17
2011-05-08 18:00:00,1.8862680216940895,2,0,0,1,23.78,27.275,49,0.0,2011,5,8,6,18
2011-05-08 19:00:00,1.868819104784765,2,0,0,1,22.96,26.515,64,0.0,2011,5,8,6,19
2011-05-08 20:00:00,1.818853419699573,2,0,0,1,21.32,25.0,77,8.9981,2011,5,8,6,20
2011-05-08 21:00:00,1.7667886546960463,2,0,0,1,21.32,25.0,77,6.0032,2011,5,8,6,21
2011-05-08 22:00:00,1.749824041026481,2,0,0,1,20.5,24.24,88,6.0032,2011,5,8,6,22
2011-05-08 23:00:00,1.5957092304038698,2,0,0,1,18.86,22.725,88,6.0032,2011,5,8,6,23
2011-05-09 00:00:00,1.607232291151654,2,0,1,1,18.86,22.725,82,6.0032,2011,5,9,0,0
2011-05-09 01:00:00,1.5099182003836584,2,0,1,1,18.04,21.97,88,0.0,2011,5,9,0,1
2011-05-09 02:00:00,1.1622831138840004,2,0,1,1,18.04,21.97,94,0.0,2011,5,9,0,2
2011-05-09 03:00:00,1.1247482629090362,2,0,1,1,18.86,22.725,82,6.0032,2011,5,9,0,3
2011-05-09 04:00:00,0.9591348389208239,2,0,1,1,17.22,21.21,82,11.0014,2011,5,9,0,4
2011-05-09 05:00:00,1.4298455472897516,2,0,1,1,17.22,21.21,77,11.0014,2011,5,9,0,5
2011-05-09 06:00:00,1.7047134862451474,2,0,1,1,18.04,21.97,72,16.9979,2011,5,9,0,6
2011-05-09 07:00:00,1.867527001142399,2,0,1,1,19.68,23.485,63,16.9979,2011,5,9,0,7
2011-05-09 08:00:00,1.9354161398973209,2,0,1,1,21.32,25.0,55,15.0013,2011,5,9,0,8
2011-05-09 09:00:00,1.8225126721028055,2,0,1,1,22.14,25.76,56,11.0014,2011,5,9,0,9
2011-05-09 10:00:00,1.755698992678211,2,0,1,1,22.96,26.515,52,12.998,2011,5,9,0,10
2011-05-09 11:00:00,1.7640939343176614,2,0,1,1,24.6,31.06,46,15.0013,2011,5,9,0,11
2011-05-09 12:00:00,1.8370697219086884,2,0,1,1,24.6,31.06,43,12.998,2011,5,9,0,12
2011-05-09 13:00:00,1.818853419699573,2,0,1,1,25.42,31.06,38,19.0012,2011,5,9,0,13
2011-05-09 14:00:00,1.8072636887169242,2,0,1,1,25.42,31.06,41,15.0013,2011,5,9,0,14
2011-05-09 15:00:00,1.8402825130491083,2,0,1,1,25.42,31.06,41,15.0013,2011,5,9,0,15
2011-05-09 16:00:00,1.9051345487873121,2,0,1,1,26.24,31.06,38,15.0013,2011,5,9,0,16
2011-05-09 17:00:00,2.0008394705357913,2,0,1,1,25.42,31.06,38,16.9979,2011,5,9,0,17
2011-05-09 18:00:00,1.9828477995680995,2,0,1,1,25.42,31.06,38,19.9995,2011,5,9,0,18
2011-05-09 19:00:00,1.9392082175256102,2,0,1,1,23.78,27.275,43,12.998,2011,5,9,0,19
2011-05-09 20:00:00,1.868819104784765,2,0,1,1,22.14,25.76,49,12.998,2011,5,9,0,20
2011-05-09 21:00:00,1.801090104041353,2,0,1,1,21.32,25.0,59,8.9981,2011,5,9,0,21
2011-05-09 22:00:00,1.7513148227387971,2,0,1,1,21.32,25.0,68,6.0032,2011,5,9,0,22
2011-05-09 23:00:00,1.63454690370149,2,0,1,1,20.5,24.24,68,6.0032,2011,5,9,0,23
2011-05-10 00:00:00,1.372306733580753,2,0,1,1,19.68,23.485,63,0.0,2011,5,10,1,0
2011-05-10 01:00:00,1.327761429538331,2,0,1,1,18.86,22.725,59,6.0032,2011,5,10,1,1
2011-05-10 02:00:00,1.026672031199051,2,0,1,1,18.04,21.97,58,8.9981,2011,5,10,1,2
2011-05-10 03:00:00,0.9591348389208239,2,0,1,1,18.04,21.97,54,12.998,2011,5,10,1,3
2011-05-10 04:00:00,0.7412763113750153,2,0,1,1,17.22,21.21,62,16.9979,2011,5,10,1,4
2011-05-10 05:00:00,1.4818766360989102,2,0,1,1,16.4,20.455,66,15.0013,2011,5,10,1,5
2011-05-10 06:00:00,1.74525954872198,2,0,1,1,17.22,21.21,67,8.9981,2011,5,10,1,6
2011-05-10 07:00:00,1.9099235639500813,2,0,1,2,18.04,21.97,62,8.9981,2011,5,10,1,7
2011-05-10 08:00:00,1.9536571131560738,2,0,1,2,20.5,24.24,51,7.0015,2011,5,10,1,8
2011-05-10 09:00:00,1.8449646614985311,2,0,1,2,21.32,25.0,48,7.0015,2011,5,10,1,9
2011-05-10 10:00:00,1.7667886546960463,2,0,1,2,22.96,26.515,37,6.0032,2011,5,10,1,10
2011-05-10 11:00:00,1.7640939343176614,2,0,1,2,22.96,26.515,43,8.9981,2011,5,10,1,11
2011-05-10 12:00:00,1.8538724045702297,2,0,1,2,24.6,31.06,38,0.0,2011,5,10,1,12
2011-05-10 13:00:00,1.8426436266120914,2,0,1,2,25.42,31.06,38,16.9979,2011,5,10,1,13
2011-05-10 14:00:00,1.8206950566924849,2,0,1,2,25.42,31.06,33,0.0,2011,5,10,1,14
2011-05-10 15:00:00,1.8243068483519838,2,0,1,2,26.24,31.06,33,6.0032,2011,5,10,1,15
2011-05-10 16:00:00,1.9158946735023363,2,0,1,1,27.06,31.06,31,7.0015,2011,5,10,1,16
2011-05-10 17:00:00,2.003738566985318,2,0,1,1,26.24,31.06,33,0.0,2011,5,10,1,17
2011-05-10 18:00:00,1.9894805655993109,2,0,1,1,26.24,31.06,29,8.9981,2011,5,10,1,18
2011-05-10 19:00:00,1.9566163513210957,2,0,1,1,24.6,31.06,43,15.0013,2011,5,10,1,19
2011-05-10 20:00:00,1.8986319116885528,2,0,1,1,22.14,25.76,60,8.9981,2011,5,10,1,20
2011-05-10 21:00:00,1.8434216945775423,2,0,1,1,22.14,25.76,52,0.0,2011,5,10,1,21
2011-05-10 22:00:00,1.7946353028541102,2,0,1,1,21.32,25.0,55,7.0015,2011,5,10,1,22
2011-05-10 23:00:00,1.6876424851132221,2,0,1,2,21.32,25.0,59,8.9981,2011,5,10,1,23
2011-05-11 00:00:00,1.5397794579522743,2,0,1,2,21.32,25.0,55,8.9981,2011,5,11,2,0
2011-05-11 01:00:00,1.3973634811730353,2,0,1,2,20.5,24.24,59,7.0015,2011,5,11,2,1
2011-05-11 02:00:00,1.223156202527103,2,0,1,1,21.32,25.0,59,0.0,2011,5,11,2,2
2011-05-11 03:00:00,0.8697416861919438,2,0,1,1,20.5,24.24,63,15.0013,2011,5,11,2,3
2011-05-11 04:00:00,0.7412763113750153,2,0,1,2,19.68,23.485,88,8.9981,2011,5,11,2,4
2011-05-11 05:00:00,1.3973634811730353,2,0,1,1,18.86,22.725,88,8.9981,2011,5,11,2,5
2011-05-11 06:00:00,1.7236894193081456,2,0,1,1,18.86,22.725,82,8.9981,2011,5,11,2,6
2011-05-11 07:00:00,1.9117905099724466,2,0,1,1,19.68,23.485,72,12.998,2011,5,11,2,7
2011-05-11 08:00:00,1.9591887074930323,2,0,1,1,19.68,23.485,77,16.9979,2011,5,11,2,8
2011-05-11 09:00:00,1.8434216945775423,2,0,1,1,21.32,25.0,72,8.9981,2011,5,11,2,9
2011-05-11 10:00:00,1.798970923559588,2,0,1,1,22.14,25.76,68,6.0032,2011,5,11,2,10
2011-05-11 11:00:00,1.7843700777314968,2,0,1,1,22.96,26.515,64,6.0032,2011,5,11,2,11
2011-05-11 12:00:00,1.8601888513706977,2,0,1,1,24.6,31.06,56,0.0,2011,5,11,2,12
2011-05-11 13:00:00,1.8354346948604652,2,0,1,1,25.42,31.06,50,0.0,2011,5,11,2,13
2011-05-11 14:00:00,1.8216068302034107,2,0,1,1,25.42,31.06,53,6.0032,2011,5,11,2,14
2011-05-11 15:00:00,1.8234126545313947,2,0,1,1,26.24,31.06,41,0.0,2011,5,11,2,15
2011-05-11 16:00:00,1.8976020071415636,2,0,1,1,27.06,31.06,39,0.0,2011,5,11,2,16
2011-05-11 17:00:00,1.8810945047250232,2,0,1,1,26.24,31.06,47,7.0015,2011,5,11,2,17
2011-05-11 18:00:00,1.8896075013631948,2,0,1,1,25.42,31.06,50,19.9995,2011,5,11,2,18
2011-05-11 19:00:00,1.9454031760832335,2,0,1,1,22.96,26.515,52,8.9981,2011,5,11,2,19
2011-05-11 20:00:00,1.8890567804069143,2,0,1,1,22.14,25.76,64,8.9981,2011,5,11,2,20
2011-05-11 21:00:00,1.865565153838859,2,0,1,1,22.14,25.76,60,0.0,2011,5,11,2,21
